Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
 Round,0.24,Very Good,D,SI1,G,VG,1,GIA,59.6,59,Faint,None,12/09/2008,381.00,5.94279938,-1.4271164
 Round,0.24,Very Good,D,SI1,G,VG,1.01,GIA,63.6,57,Medium,None,12/09/2008,381.00,5.94279938,-1.4271164
 Round,0.33,Very Good,H,SI1,VG,G,1.01,GIA,62.8,54,None,None,12/10/2008,381.00,5.94279938,-1.1086626
 Round,0.36,Ideal,H,SI1,VG,VG,1.01,GIA,61.7,58,None,None,12/12/2008,381.00,5.94279938,-1.0216512
 Emerald,0.23,Good,D,VVS1,VG,G,1.53,GIA,57.1,69,None,None,12/09/2008,382.00,5.94542061,-1.469676
 Round,0.25,Good,H,VS2,VG,VG,1.01,GIA,64.8,57,None,None,12/10/2008,382.00,5.94542061,-1.3862944
 Emerald,0.27,Very Good,D,VS2,VG,VG,1.38,GIA,68,65,None,None,12/17/2008,382.00,5.94542061,-1.3093333
 Princess,0.29,Very Good,H,VS1,EX,G,1.06,GIA,74.2,72,None,None,12/11/2008,382.00,5.94542061,-1.2378744
 Emerald,0.3,Very Good,D,SI1,VG,G,1.39,GIA,65.9,63,None,None,12/09/2008,382.00,5.94542061,-1.2039728
 Emerald,0.3,Very Good,D,SI1,EX,VG,1.42,GIA,68.3,69,None,None,12/09/2008,382.00,5.94542061,-1.2039728
 Princess,0.31,Very Good,D,VS2,VG,G,1.04,GIA,73.7,61,None,None,12/09/2008,383.00,5.94803499,-1.171183
 Princess,0.23,Very Good,D,VVS1,VG,G,1.08,GIA,72.8,75,None,None,12/09/2008,384.00,5.95064255,-1.469676
 Princess,0.29,Good,D,SI1,VG,VG,1.03,GIA,75.3,74,None,None,12/09/2008,384.00,5.95064255,-1.2378744
 Princess,0.28,Very Good,D,VS2,EX,VG,1.04,GIA,63.3,74,None,None,12/17/2008,385.00,5.95324333,-1.2729657
 Round,0.3,Good,D,SI2,VG,G,1.02,GIA,65.2,57,Medium,None,12/15/2008,386.00,5.95583737,-1.2039728
 Round,0.3,Ideal,D,SI2,VG,VG,1.01,GIA,60.9,56,Medium,None,12/09/2008,386.00,5.95583737,-1.2039728
 Round,0.3,Good,D,SI1,VG,VG,1.01,GIA,64,58,None,None,12/10/2008,386.00,5.95583737,-1.2039728
 Round,0.31,Very Good,G,SI2,G,G,1,GIA,62.6,58,None,None,12/10/2008,387.00,5.95842469,-1.171183
 Round,0.27,Ideal,G,VS2,EX,VG,1.01,GIA,61.6,56,None,None,12/10/2008,388.00,5.96100534,-1.3093333
 Princess,0.3,Very Good,G,VS1,EX,VG,1.02,GIA,73.3,72,Faint Blue,None,12/10/2008,388.00,5.96100534,-1.2039728
 Princess,0.3,Very Good,D,SI1,VG,VG,1.02,GIA,72.7,78,None,None,12/10/2008,388.00,5.96100534,-1.2039728
 Princess,0.31,Very Good,D,VS2,G,G,1.04,GIA,71.8,70,Faint,None,12/09/2008,388.00,5.96100534,-1.171183
 Round,0.32,Ideal,G,SI1,VG,EX,1.01,GIA,61.9,56,None,None,12/17/2008,388.00,5.96100534,-1.1394343
 Round,0.34,Ideal,G,SI2,EX,VG,1,GIA,59.3,61,None,None,12/11/2008,388.00,5.96100534,-1.0788097
 Round,0.34,Ideal,G,SI1,VG,VG,1,GIA,62.3,57,None,None,12/12/2008,388.00,5.96100534,-1.0788097
 Round,0.27,Very Good,G,SI1,VG,G,1,GIA,62.2,58,None,Very Small,12/10/2008,389.00,5.96357934,-1.3093333
 Round,0.27,Ideal,G,SI1,VG,VG,1,GIA,61.2,61,None,None,12/10/2008,389.00,5.96357934,-1.3093333
 Round,0.27,Ideal,G,SI1,EX,VG,1.01,GIA,60.4,61,None,None,12/10/2008,389.00,5.96357934,-1.3093333
 Round,0.27,Ideal,G,SI1,EX,EX,1.01,GIA,61.3,56,None,None,12/10/2008,389.00,5.96357934,-1.3093333
 Princess,0.3,Good,G,VVS2,VG,G,1.06,GIA,76.5,72,None,None,12/10/2008,389.00,5.96357934,-1.2039728
 Round,0.3,Ideal,G,SI1,VG,VG,1,GIA,59.3,61,None,None,12/10/2008,389.00,5.96357934,-1.2039728
 Princess,0.3,Very Good,D,SI1,EX,G,1.04,GIA,67.4,78,None,None,12/10/2008,389.00,5.96357934,-1.2039728
 Round,0.31,Very Good,D,SI2,VG,VG,1.01,GIA,63.6,56,Faint,None,12/09/2008,389.00,5.96357934,-1.171183
 Round,0.31,Very Good,D,SI2,EX,VG,1,GIA,58.6,58,None,None,12/09/2008,389.00,5.96357934,-1.171183
 Emerald,0.26,Good,G,IF,G,G,1.31,GIA,65.2,73,None,None,12/18/2008,390.00,5.96614674,-1.3470736
 Round,0.29,Fair,G,SI2,VG,G,1.01,GIA,66.5,59,Faint,None,12/10/2008,390.00,5.96614674,-1.2378744
 Princess,0.3,Good,G,VS1,VG,VG,1.03,GIA,75.2,71,None,None,12/10/2008,390.00,5.96614674,-1.2039728
 Princess,0.3,Good,G,VS1,EX,VG,1.02,GIA,75.4,77,None,None,12/10/2008,390.00,5.96614674,-1.2039728
 Princess,0.3,Good,G,VS1,VG,VG,1.02,GIA,75.5,74,None,None,12/10/2008,390.00,5.96614674,-1.2039728
 Princess,0.32,Good,G,VS1,EX,VG,1.01,GIA,77.7,72,None,None,12/10/2008,390.00,5.96614674,-1.1394343
 Round,0.35,Ideal,G,SI2,VG,VG,1.01,GIA,60.9,61,None,None,12/11/2008,390.00,5.96614674,-1.0498221
 Round,0.25,Good,D,SI1,VG,VG,1.01,GIA,64.8,54,Medium,None,12/09/2008,397.00,5.98393628,-1.3862944
 Round,0.25,Ideal,D,SI1,VG,EX,1.01,GIA,61.8,55,None,None,12/09/2008,397.00,5.98393628,-1.3862944
 Round,0.25,Very Good,D,SI1,VG,EX,1.01,GIA,61.8,61,None,None,12/09/2008,397.00,5.98393628,-1.3862944
 Round,0.25,Very Good,D,SI1,VG,G,1.01,GIA,59.4,63,Medium,None,12/09/2008,397.00,5.98393628,-1.3862944
 Princess,0.3,Good,D,SI1,EX,VG,1.02,GIA,75.2,74,Faint,None,12/10/2008,397.00,5.98393628,-1.2039728
 Princess,0.31,Good,D,SI1,EX,G,1,GIA,76.1,75,None,None,12/10/2008,397.00,5.98393628,-1.171183
 Round,0.26,Ideal,D,SI2,EX,EX,1,GIA,61.7,56,None,None,12/09/2008,398.00,5.98645201,-1.3470736
 Princess,0.34,Very Good,D,SI1,EX,G,1.04,GIA,74.9,72,None,None,12/09/2008,398.00,5.98645201,-1.0788097
 Princess,0.29,Good,D,SI1,G,G,1,GIA,76.9,71,None,None,12/09/2008,399.00,5.98896142,-1.2378744
 Emerald,0.23,Very Good,F,VVS2,VG,G,1.28,GIA,67.5,67,None,None,12/11/2008,400.00,5.99146455,-1.469676
 Princess,0.25,Good,F,VVS2,EX,EX,1.04,GIA,58,69,None,None,12/18/2008,400.00,5.99146455,-1.3862944
 Round,0.3,Ideal,F,SI2,EX,EX,1.01,GIA,60.8,57,None,None,12/10/2008,400.00,5.99146455,-1.2039728
 Princess,0.3,Very Good,D,SI1,EX,VG,1.02,GIA,72.7,71,None,None,12/10/2008,400.00,5.99146455,-1.2039728
 Princess,0.3,Very Good,D,SI1,EX,VG,1.02,GIA,74,73,None,None,12/10/2008,400.00,5.99146455,-1.2039728
 Princess,0.32,Good,D,VS2,G,G,1.01,GIA,68.4,82,None,None,12/09/2008,400.00,5.99146455,-1.1394343
 Round,0.34,Ideal,F,SI2,EX,EX,1.01,GIA,62.8,56,None,None,12/17/2008,400.00,5.99146455,-1.0788097
 Round,0.34,Ideal,F,SI2,EX,EX,1,GIA,61.5,55,None,None,12/17/2008,400.00,5.99146455,-1.0788097
 Round,0.23,Good,D,VS1,G,G,1.01,GIA,61.4,59,None,None,12/11/2008,401.00,5.99396143,-1.469676
 Round,0.25,Very Good,F,VS2,VG,VG,1.01,GIA,59.3,65,Strong,None,12/10/2008,401.00,5.99396143,-1.3862944
 Round,0.25,Good,F,VS2,VG,VG,1.01,GIA,63.2,61,None,None,12/10/2008,401.00,5.99396143,-1.3862944
 Round,0.25,Very Good,F,VS2,EX,VG,1.01,GIA,61.5,63,None,None,12/10/2008,401.00,5.99396143,-1.3862944
 Round,0.25,Very Good,F,VS2,EX,G,1.01,GIA,60.3,59,None,None,12/10/2008,401.00,5.99396143,-1.3862944
 Round,0.25,Good,F,VS2,G,VG,1.01,GIA,61.4,63,None,None,12/10/2008,401.00,5.99396143,-1.3862944
 Round,0.25,Very Good,F,VS2,VG,VG,1.01,GIA,61.5,60,Medium,None,12/10/2008,401.00,5.99396143,-1.3862944
 Round,0.25,Very Good,F,VS2,EX,VG,1.01,GIA,63.2,62,Strong,None,12/10/2008,401.00,5.99396143,-1.3862944
 Round,0.28,Good,F,SI2,VG,VG,1.01,GIA,63.1,62,None,None,12/10/2008,401.00,5.99396143,-1.2729657
 Round,0.28,Very Good,F,SI2,G,VG,1.01,GIA,60.1,56,None,None,12/10/2008,401.00,5.99396143,-1.2729657
 Round,0.28,Good,F,SI2,VG,VG,1.01,GIA,64.1,61,None,None,12/10/2008,401.00,5.99396143,-1.2729657
 Round,0.28,Good,F,SI2,VG,VG,1.01,GIA,63.6,63,None,None,12/10/2008,401.00,5.99396143,-1.2729657
 Round,0.32,Very Good,D,SI2,EX,VG,1.01,GIA,63.7,59,None,None,12/09/2008,401.00,5.99396143,-1.1394343
 Round,0.36,Very Good,F,SI2,VG,VG,1.01,GIA,61.4,61,Medium,None,12/10/2008,401.00,5.99396143,-1.0216512
 Princess,0.23,Very Good,D,VVS1,VG,G,1.04,GIA,62.2,69,None,None,12/09/2008,402.00,5.99645209,-1.469676
 Princess,0.24,Good,F,VVS1,G,G,1.03,GIA,74.5,81,None,None,12/10/2008,402.00,5.99645209,-1.4271164
 Round,0.25,Very Good,D,VS1,VG,VG,1.01,GIA,62.3,60,Strong Blue,None,12/11/2008,402.00,5.99645209,-1.3862944
 Round,0.27,Ideal,D,SI2,EX,EX,1,GIA,60.7,57,Medium,None,12/09/2008,402.00,5.99645209,-1.3093333
 Princess,0.3,Good,F,VVS2,VG,G,1.06,GIA,76.9,68,None,None,12/10/2008,402.00,5.99645209,-1.2039728
 Round,0.31,Very Good,D,SI2,VG,VG,1,GIA,60,57,None,Very Small,12/17/2008,402.00,5.99645209,-1.171183
 Princess,0.31,Very Good,D,SI1,EX,G,1.04,GIA,72.8,71,None,None,12/10/2008,402.00,5.99645209,-1.171183
 Round,0.28,Ideal,G,SI1,VG,VG,1.01,GIA,62,57,None,Small,12/10/2008,403.00,5.99893656,-1.2729657
 Round,0.28,Very Good,G,SI1,G,VG,1.01,GIA,62.6,62,None,None,12/10/2008,403.00,5.99893656,-1.2729657
 Princess,0.3,Good,D,SI1,EX,VG,1.02,GIA,75.3,78,None,None,12/09/2008,403.00,5.99893656,-1.2039728
 Round,0.31,Ideal,G,VS2,VG,VG,1.01,GIA,60.2,61,Medium Blue,None,12/12/2008,403.00,5.99893656,-1.171183
 Round,0.25,Very Good,G,VS1,VG,VG,1.01,GIA,62.5,54,None,None,12/10/2008,404.00,6.00141488,-1.3862944
 Princess,0.23,Very Good,G,VVS1,VG,G,1.02,GIA,73.5,68,None,None,12/10/2008,406.00,6.00635316,-1.469676
 Round,0.28,Ideal,G,VS2,EX,EX,1,GIA,62.1,54,None,None,12/17/2008,406.00,6.00635316,-1.2729657
 Round,0.3,Ideal,G,SI1,VG,VG,1.01,GIA,62.6,57,None,Very Small,12/11/2008,406.00,6.00635316,-1.2039728
 Round,0.32,Ideal,G,SI1,EX,EX,1,GIA,61.7,55,Strong,None,12/10/2008,406.00,6.00635316,-1.1394343
 Princess,0.32,Very Good,G,VS1,VG,VG,1.01,GIA,74.5,74,Medium Blue,None,12/11/2008,406.00,6.00635316,-1.1394343
 Round,0.31,Very Good,G,SI1,EX,VG,1.01,GIA,61.5,60,None,None,12/10/2008,407.00,6.00881319,-1.171183
 Round,0.31,Very Good,G,SI1,VG,VG,1,GIA,62.6,58,None,None,12/10/2008,407.00,6.00881319,-1.171183
 Round,0.36,Very Good,G,SI2,VG,VG,1.01,GIA,61.1,61,None,None,12/11/2008,407.00,6.00881319,-1.0216512
 Round,0.36,Very Good,G,SI2,VG,VG,1.02,GIA,62,60,None,None,12/11/2008,407.00,6.00881319,-1.0216512
 Round,0.23,Very Good,G,VS1,VG,EX,1.01,GIA,60.6,56,None,None,12/10/2008,408.00,6.01126717,-1.469676
 Round,0.27,Good,E,SI1,VG,VG,1.01,GIA,62.8,62,None,None,12/10/2008,408.00,6.01126717,-1.3093333
 Round,0.27,Ideal,E,SI1,EX,VG,1.01,GIA,61.3,58,None,None,12/10/2008,408.00,6.01126717,-1.3093333
 Round,0.28,Ideal,G,VS2,VG,EX,1.01,GIA,62.2,55,None,None,12/17/2008,408.00,6.01126717,-1.2729657
 Round,0.32,Ideal,G,SI1,EX,EX,1.01,GIA,62.3,55,None,None,12/17/2008,408.00,6.01126717,-1.1394343
 Round,0.33,Ideal,G,SI2,EX,VG,1.01,GIA,61.3,56,None,None,12/10/2008,408.00,6.01126717,-1.1086626
 Round,0.33,Ideal,G,SI2,EX,VG,1.01,GIA,61.5,56,None,None,12/10/2008,408.00,6.01126717,-1.1086626
 Round,0.23,Very Good,E,VS2,EX,VG,1.01,GIA,63,60,None,None,12/10/2008,409.00,6.01371516,-1.469676
 Round,0.23,Very Good,E,VS2,VG,G,1,GIA,61.4,59,Faint,None,12/10/2008,409.00,6.01371516,-1.469676
 Round,0.23,Good,E,VS2,VG,VG,1.01,GIA,63.3,62,None,None,12/10/2008,409.00,6.01371516,-1.469676
 Princess,0.23,Very Good,E,VVS2,VG,VG,1.01,GIA,71.7,73,None,None,12/10/2008,409.00,6.01371516,-1.469676
 Emerald,0.24,Very Good,D,VVS1,VG,VG,1.27,GIA,66.4,65,None,None,12/17/2008,409.00,6.01371516,-1.4271164
 Emerald,0.24,Very Good,D,VVS1,VG,VG,1.48,GIA,61.3,67,None,None,12/09/2008,409.00,6.01371516,-1.4271164
 Emerald,0.24,Very Good,E,IF,G,VG,1.43,GIA,64.1,70,None,None,12/10/2008,409.00,6.01371516,-1.4271164
 Round,0.3,Ideal,E,SI1,EX,EX,1,GIA,61.4,57,Strong Blue,None,12/10/2008,409.00,6.01371516,-1.2039728
 Round,0.3,Ideal,E,SI1,EX,EX,1,GIA,61.7,56,Strong Blue,None,12/17/2008,409.00,6.01371516,-1.2039728
 Princess,0.31,Very Good,E,VS2,VG,VG,1.01,GIA,71.4,71,None,None,12/11/2008,409.00,6.01371516,-1.171183
 Round,0.35,Ideal,G,SI1,VG,VG,1,GIA,60.1,59,None,None,12/12/2008,409.00,6.01371516,-1.0498221
 Round,0.35,Ideal,E,SI2,EX,VG,1.02,GIA,61.8,55,None,None,12/10/2008,409.00,6.01371516,-1.0498221
 Round,0.23,Ideal,D,VS1,VG,VG,1.01,GIA,61.8,58,None,None,12/09/2008,410.00,6.01615716,-1.469676
 Round,0.27,Ideal,E,SI1,VG,EX,1,GIA,62,54,None,None,12/10/2008,410.00,6.01615716,-1.3093333
 Round,0.27,Ideal,E,SI1,VG,VG,1.01,GIA,61.2,57,Medium,None,12/10/2008,410.00,6.01615716,-1.3093333
 Round,0.27,Ideal,E,SI1,EX,VG,1.01,GIA,61.2,56,None,None,12/10/2008,410.00,6.01615716,-1.3093333
 Round,0.27,Very Good,E,SI1,VG,VG,1.01,GIA,63.4,58,None,None,12/10/2008,410.00,6.01615716,-1.3093333
 Round,0.27,Very Good,E,SI1,EX,VG,1.01,GIA,61.3,60,None,None,12/10/2008,410.00,6.01615716,-1.3093333
 Round,0.27,Very Good,E,SI1,EX,VG,1.02,GIA,61.2,60,None,None,12/10/2008,410.00,6.01615716,-1.3093333
 Princess,0.28,Very Good,D,VS2,VG,G,1,GIA,67.9,73,None,None,12/17/2008,410.00,6.01615716,-1.2729657
 Round,0.32,Very Good,E,SI2,EX,EX,1.01,GIA,59.4,60,None,None,12/10/2008,410.00,6.01615716,-1.1394343
 Round,0.36,Very Good,E,SI2,VG,EX,1,GIA,60.2,57,Medium,None,12/10/2008,410.00,6.01615716,-1.0216512
 Round,0.36,Very Good,E,SI2,G,VG,1.01,GIA,63.4,55,None,None,12/10/2008,410.00,6.01615716,-1.0216512
 Princess,0.23,Good,D,VVS2,EX,VG,1.05,GIA,75.3,77,None,None,12/09/2008,411.00,6.01859321,-1.469676
 Princess,0.23,Good,D,VVS2,VG,G,1.03,GIA,76.5,75,None,None,12/09/2008,411.00,6.01859321,-1.469676
 Princess,0.23,Good,D,VVS2,EX,VG,1.04,GIA,75.1,77,None,None,12/09/2008,411.00,6.01859321,-1.469676
 Emerald,0.24,Very Good,D,VS1,G,G,1.33,GIA,67.4,71,None,None,12/09/2008,411.00,6.01859321,-1.4271164
 Princess,0.29,Good,D,VS1,VG,VG,1.05,GIA,61,71,None,None,12/17/2008,411.00,6.01859321,-1.2378744
 Princess,0.33,Very Good,D,SI1,VG,G,1.06,GIA,70.1,72,None,None,12/10/2008,411.00,6.01859321,-1.1086626
 Round,0.26,Very Good,D,SI1,VG,G,1.01,GIA,60.9,61,Faint,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Very Good,D,SI1,EX,VG,1,GIA,60.8,62,Medium Blue,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Good,D,SI1,VG,VG,1.01,GIA,62.7,61,None,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Ideal,D,SI1,VG,VG,1.01,GIA,62.1,53,None,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Ideal,D,SI1,EX,VG,1.01,GIA,61.7,56,None,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Ideal,D,SI1,VG,VG,1.01,GIA,61.7,56,None,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Very Good,D,SI1,VG,G,1,GIA,62.7,58,None,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Ideal,D,SI1,EX,VG,1.01,GIA,60.3,62,Faint,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.26,Good,D,SI1,VG,VG,1.01,GIA,57.9,61,None,None,12/09/2008,412.00,6.02102335,-1.3470736
 Round,0.31,Very Good,D,SI2,VG,VG,1.01,GIA,58.4,60,None,None,12/09/2008,412.00,6.02102335,-1.171183
 Round,0.3,Very Good,G,VS2,EX,EX,1,GIA,62.5,57,None,None,12/17/2008,415.00,6.02827852,-1.2039728
 Round,0.3,Very Good,G,VS2,EX,EX,1.01,GIA,62.7,56,None,None,12/17/2008,415.00,6.02827852,-1.2039728
 Round,0.31,Ideal,G,VS2,VG,VG,1.01,GIA,62.1,57,None,None,12/12/2008,415.00,6.02827852,-1.171183
 Round,0.31,Ideal,G,VS2,EX,VG,1.02,GIA,60.8,56,None,None,12/12/2008,415.00,6.02827852,-1.171183
 Round,0.31,Ideal,G,VS2,EX,VG,1.01,GIA,60,58,Medium Blue,None,12/12/2008,415.00,6.02827852,-1.171183
 Round,0.31,Ideal,G,VS2,EX,VG,1.01,GIA,61.2,56,None,None,12/12/2008,415.00,6.02827852,-1.171183
 Princess,0.33,Very Good,G,VS2,VG,VG,1,GIA,71.5,70,None,None,12/11/2008,415.00,6.02827852,-1.1086626
 Princess,0.28,Good,G,VVS2,EX,VG,1.02,GIA,75.1,68,None,None,12/18/2008,416.00,6.03068526,-1.2729657
 Round,0.29,Ideal,G,VS2,EX,EX,1.01,GIA,61.7,55,None,None,12/10/2008,416.00,6.03068526,-1.2378744
 Round,0.29,Ideal,G,VS2,EX,EX,1.01,GIA,61.6,55,None,None,12/10/2008,416.00,6.03068526,-1.2378744
 Round,0.29,Ideal,G,VS2,EX,EX,1.01,GIA,61.6,56,None,None,12/10/2008,416.00,6.03068526,-1.2378744
 Round,0.29,Ideal,G,VS2,EX,VG,1.01,GIA,61.4,54,None,None,12/10/2008,416.00,6.03068526,-1.2378744
 Round,0.3,Ideal,G,VS2,EX,EX,1.01,GIA,59.9,59,None,None,12/12/2008,416.00,6.03068526,-1.2039728
 Round,0.23,Very Good,G,VVS2,EX,VG,1.01,GIA,61.5,55,None,None,12/10/2008,417.00,6.03308622,-1.469676
 Round,0.31,Very Good,G,SI1,EX,EX,1.01,GIA,60.5,58,None,None,12/10/2008,417.00,6.03308622,-1.171183
 Round,0.26,Ideal,G,VS1,EX,EX,1.01,GIA,61.6,54,None,None,12/10/2008,418.00,6.03548143,-1.3470736
 Round,0.29,Ideal,G,SI1,EX,VG,1.01,GIA,59.4,61,Faint,None,12/10/2008,418.00,6.03548143,-1.2378744
 Round,0.29,Good,G,SI1,VG,VG,1.01,GIA,63.1,60,None,None,12/10/2008,418.00,6.03548143,-1.2378744
 Round,0.28,Very Good,D,SI2,VG,VG,1.01,GIA,62.2,61,None,None,12/09/2008,420.00,6.04025471,-1.2729657
 Round,0.3,Ideal,D,SI2,EX,VG,1.01,GIA,61.8,55,None,None,12/09/2008,420.00,6.04025471,-1.2039728
 Round,0.32,Ideal,D,SI2,EX,EX,1.01,GIA,61.9,56,None,None,12/16/2008,420.00,6.04025471,-1.1394343
 Round,0.32,Ideal,D,SI2,EX,EX,1,GIA,61.5,56,Medium Blue,None,12/16/2008,420.00,6.04025471,-1.1394343
 Princess,0.33,Very Good,E,SI1,EX,VG,1.03,GIA,71.7,68,None,None,12/11/2008,420.00,6.04025471,-1.1086626
 Round,0.33,Ideal,E,SI2,VG,EX,1,GIA,59.1,58,None,None,12/10/2008,420.00,6.04025471,-1.1086626
 Round,0.24,Ideal,D,SI1,VG,EX,1.01,GIA,61.5,56,None,None,12/09/2008,421.00,6.04263283,-1.4271164
 Round,0.26,Ideal,D,SI1,EX,EX,1,GIA,60.9,57,Faint,None,12/09/2008,421.00,6.04263283,-1.3470736
 Round,0.26,Ideal,D,SI1,EX,EX,1.01,GIA,60.7,59,None,None,12/16/2008,421.00,6.04263283,-1.3470736
 Round,0.31,Ideal,E,SI1,VG,VG,1.01,GIA,60.8,59,Medium Blue,None,12/12/2008,421.00,6.04263283,-1.171183
 Princess,0.23,Very Good,E,VVS1,EX,VG,1.05,GIA,73.1,76,None,None,12/10/2008,422.00,6.04500531,-1.469676
 Princess,0.25,Very Good,D,VVS1,EX,VG,1.03,GIA,67.8,69,None,None,12/17/2008,422.00,6.04500531,-1.3862944
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.8,56,None,None,12/10/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1,GIA,62.2,58,None,None,12/10/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.2,59,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.4,57,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.5,58,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.8,56,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.3,56,Medium Blue,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1,GIA,63,56,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1,GIA,62.7,57,Medium Blue,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.8,57,Faint,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.7,56,Medium Blue,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.6,54,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1,GIA,62.1,58,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.3,Very Good,E,SI1,EX,EX,1.01,GIA,62.9,55,None,None,12/17/2008,422.00,6.04500531,-1.2039728
 Round,0.31,Ideal,E,SI1,EX,EX,1.01,GIA,61.7,56,Strong Blue,None,12/17/2008,422.00,6.04500531,-1.171183
 Princess,0.33,Very Good,D,SI1,VG,G,1.06,GIA,68.8,76,None,None,12/10/2008,422.00,6.04500531,-1.1086626
 Princess,0.34,Very Good,E,VS2,EX,VG,1.01,GIA,70.2,68,None,None,12/10/2008,422.00,6.04500531,-1.0788097
 Princess,0.3,Good,D,VS2,VG,G,1.01,GIA,75.1,73,Faint,None,12/17/2008,423.00,6.04737218,-1.2039728
 Princess,0.3,Very Good,D,VS2,VG,VG,1.09,GIA,71.6,72,None,None,12/09/2008,423.00,6.04737218,-1.2039728
 Princess,0.3,Very Good,D,VS2,EX,VG,1.02,GIA,72.8,72,Medium Blue,None,12/10/2008,423.00,6.04737218,-1.2039728
 Princess,0.31,Very Good,D,SI1,G,G,1.01,GIA,73.8,72,None,None,12/09/2008,423.00,6.04737218,-1.171183
 Round,0.24,Very Good,D,VS1,EX,VG,1.01,GIA,58.1,62,Medium Blue,None,12/09/2008,424.00,6.04973346,-1.4271164
 Round,0.24,Good,D,VS2,VG,VG,1.01,GIA,64.7,60,None,None,12/09/2008,424.00,6.04973346,-1.4271164
 Round,0.24,Very Good,D,VS2,VG,VG,1,GIA,60,61,None,None,12/09/2008,424.00,6.04973346,-1.4271164
 Emerald,0.3,Very Good,D,VS2,VG,VG,1.4,GIA,66.9,67,None,None,12/17/2008,424.00,6.04973346,-1.2039728
 Round,0.3,Very Good,D,SI2,VG,VG,1,GIA,62.2,57,None,None,12/10/2008,425.00,6.05208917,-1.2039728
 Round,0.34,Good,D,SI2,G,G,1,GIA,64.4,55,Medium,None,12/09/2008,425.00,6.05208917,-1.0788097
 Round,0.3,Ideal,D,SI2,EX,EX,1.01,GIA,62.3,55,None,None,12/09/2008,426.00,6.05443935,-1.2039728
 Round,0.28,Ideal,I,VVS2,EX,EX,1.01,GIA,61.7,56,None,None,12/10/2008,432.00,6.06842559,-1.2729657
 Round,0.31,Signature-Ideal,I,VS2,EX,EX,1.01,GIA,61.3,56,Medium Blue,None,12/10/2008,433.00,6.07073773,-1.171183
 Round,0.31,Signature-Ideal,I,VS2,EX,EX,1,GIA,60.8,57,None,None,12/10/2008,433.00,6.07073773,-1.171183
 Round,0.31,Signature-Ideal,I,VS2,EX,EX,1.01,GIA,61.6,55,None,None,12/10/2008,433.00,6.07073773,-1.171183
 Round,0.32,Ideal,I,VS2,EX,EX,1,GIA,62,54,None,None,12/10/2008,433.00,6.07073773,-1.1394343
 Round,0.32,Ideal,I,VS2,EX,EX,1.01,GIA,60.7,57,None,None,12/10/2008,433.00,6.07073773,-1.1394343
 Round,0.3,Very Good,D,SI1,G,VG,1.01,GIA,63.4,61,Medium Blue,None,12/11/2008,435.00,6.07534603,-1.2039728
 Round,0.32,Ideal,I,VVS2,EX,EX,1.01,GIA,62,55,Strong Blue,None,12/17/2008,435.00,6.07534603,-1.1394343
 Round,0.33,Ideal,I,SI1,EX,EX,1.01,GIA,61.4,55,None,None,12/10/2008,435.00,6.07534603,-1.1086626
 Round,0.36,Very Good,D,SI2,VG,VG,1.01,GIA,61.4,55,Medium,Small,12/09/2008,435.00,6.07534603,-1.0216512
 Round,0.37,Good,I,VS2,VG,VG,1.01,GIA,65.5,61,None,None,12/12/2008,435.00,6.07534603,-0.9942523
